,unique,outcome_type,description_fi,description_en
4090,113Nurmijärven kuntaKUUMA TVT –verkosto alueellisen tutoropettajatoiminnan kehittämisen tukena,toimintamalli,"Kehittämisryhmä Dynamon kokoaminen ja toiminta. Jokaisesta hankekunnasta yhteiseen kehittämisryhmään osallistui tutoropettajatyötä koordinoiva henkilö. Ryhmä kokoontui kuukausittain suunnittelemaan yhteisiä tapahtumia, koulutuksia ja jakamaan omissa kunnissa/kaupungeissa toteutettua tutortoimintaa iloineen ja haasteineen. Ryhmän jäsenet veivät kehittämisideoita ja terveisiä omiin kuntiinsa. ","Development team Assembly and operation of Dynamo. From each project community, a person coordinating the work of tutors participated in the joint development group. The group met monthly to plan joint events, trainings and share tutoring activities in their own municipalities / cities with their joys and challenges. The members of the group took development ideas and greetings to their own municipalities."
4091,113Nurmijärven kuntaKUUMA TVT –verkosto alueellisen tutoropettajatoiminnan kehittämisen tukena,tapahtuma,"Oppilasagenttitoiminnan kehittäminen1. Oppilasagenttien yhteinen koulutustilaisuus HeurekassaHankkeen aikana järjestettiin joulukuussa 2018 hankealueen yhteinen oppilasagenttien koulutuspäivä Heurekassa. Päivän aikana oppilasagentit pelasivat Seppo-peliä tiedekeskuksessa pohtien oppilasagenttiuteen liittyviä kysymyksiä ja tutustuen näyttelyyn ja toisiin oppilasagentteihin. Tapahtuma oli menestyksekäs ja oppilaat tutustuivat muiden hankekuntien oppialasagenttitoiminnan toteuttamiseen ja toimijoihin. 2. Oppilasagenttien ohjaavien opettajien kehittämispäivä Toukokuussa 2019 järjestettiin oppilasagenttien ohjaaville opettajille ja sellaiseksi aikoville yhteinen kehittämispäivä Hyvinkäällä, jossa toimintaa esiteltiin ja hyviä käytänteitä vaihdettiin alueen hankekuntien opettajien välillä. Tapahtuman avulla oppilasagenttitoiminta saatiin käynnistymään vielä kahdessa hankekunnassa.","Development of student agent activities1. Joint training event for student agents in HeurekaDuring December 2018, a joint training day for student agents in the project area was organized in Heureka. During the day, student agents played the Seppo game at the Science Center, reflecting on issues related to student agency and getting to know the exhibition and other student agents. The event was successful and the students got acquainted with the implementation of student agent activities and actors in other project communities. 2. Development day for student agent guiding teachers In May 2019, a joint development day was organized for teacher guiding teachers and those intending to do so in Hyvinkää, where activities were presented and good practices were exchanged between teachers in the project municipalities in the area. With the help of the event, student agent activities were launched in two more project communities."
4092,113Nurmijärven kuntaKUUMA TVT –verkosto alueellisen tutoropettajatoiminnan kehittämisen tukena,tapahtuma,"KuumaPop koulutus tutorkouluttajillaMarraskuussa 2018 järjestettiin KuumaPop-koulutustapahtuma, jossa kouluttajina toimivat alueen tutoropettajat. Koulutustapahtuma olin tutoropettajien lisäksi avoin alueen opettajille. Tapahtumalla haluttiin kannustaa ja tukea tutoropettajia kouluttamisessa ja tutustuttaan alueen osaajia hankealueella toiveena kuntarajojat ylittävän kouluttajaliikkumisen käynnistäminen. Koulutustapahtumana KuumaPop oli onnistunut, joskin osallistujia oli melko niukasti. Tutoropettajat saivat hyvää kokemusta vertaiskouluttamisesta omaa kuntaansa laajemmalle yleisölle. Tämä tapahtuma ei kuitenkaan laajemmin käynnistänyt kouluttajapankkitoimintaa hankealueella. KuumaPop-tapahtumaa järjesteltiin uudelleen helmikuussa 2019, mutta tapahtuma jouduttiin perumaan vähäisten ilmoittautumisten vuoksi. Hankkeen aikana opittiin, että KuumaTVT:n luoma KuumaPop-koulutustapahtuma kaipaa konseptiinsa uudistusta eikä istu nykyhetkeen sellaisenaan.","KuumaPop training with tutor trainers In November 2018, a KuumaPop training event was held, where the trainers were tutors from the area. In addition to tutoring teachers, the training event was open to teachers in the area. The aim of the event was to encourage and support tutor teachers in training and to acquaint the area&#39;s experts in the project area with the hope of starting a cross-municipal trainer movement. As a training event, KuumaPop was a success, although there were quite a few participants. Tutor teachers gained good experience of peer education for a wider audience in their own municipality. However, this event did not broadly trigger educator banking in the project area. The HotPop event was reorganized in February 2019, but the event had to be canceled due to low sign-ups. During the project, it was learned that the KuumaPop training event created by KuumaTVT needs a reform in its concept and does not sit as it is today."
4093,113Nurmijärven kuntaKUUMA TVT –verkosto alueellisen tutoropettajatoiminnan kehittämisen tukena,tapahtuma,"Pyöreän pöydän keskustelut kaikille alueen tutoropettajille ja koulucoacheilleLounastapahtuma, jossa alueellista hanketta reflektoitiin ja jatkohanketta pohjustettiin alustetuissa keskusteluissa. Osallistujat keskustelivat pienryhmissä, joissa oli sekaisin kaikkien hankekuntien tutoropettajia, keskustelut alustettiin yhteisesti ja niitä kirjasivat kuntakoordinaattorit. Keskustelujen pohjalta uuden hankkeen toimintaa suunniteltiin ja kuluneesta hankkeesta kerättiin palautetta onnistumisista ja epäonnistumisista.","Round table discussions for all tutor teachers and school coaches in the areaLunch event where the regional project was reflected and the follow-up project was paved in the initialized discussions. Participants discussed in small groups with tutors from all project municipalities, the discussions were initiated jointly and recorded by the municipal coordinators. Based on the discussions, the activities of the new project were planned and feedback on the successes and failures of the past project was collected."
4094,115Pälkäneen kuntaPirkanmaan parastajat - JOPO-toimijoiden verkostohanke II,julkaisut-www-sivu-yms,Pirkanmaan parastajat - tieto- ja tehtäväpankki,Buyers of Pirkanmaa - a knowledge and task bank
4095,115Pälkäneen kuntaPirkanmaan parastajat - JOPO-toimijoiden verkostohanke II,muu-tuotos,Juha Lahtisen koulutusmateriaalit ppt-muodossa,Juha Lahtinen&#39;s training materials in ppt format
4096,115Laihian kuntaJOPOLLA PONTTA PERUSOPETUKSEEN,julkaisut-www-sivu-yms,"Facebook-ryhmä Jopolla pontta perusopetukseen: jopo-seminaarin linkit sivuilla, kuvia  verkostokokouksista, vierailuista, jopo-luokkien toimintaa, mm. Vaasan Variskan koulun Yxgärde-kunnostushankkeen pop up -kahvila","Facebook group Jopo gives impetus to basic education: links to the jopo seminar on the website, pictures of network meetings, visits, activities of jopo classes, e.g. Vaasa Variska School Yxgärde renovation project pop up café"
4097,115Helsingin kaupunkiJopo kehittämishanke 2018,toimintamalli,"Helsingissä keväällä 2019 kokeillaan alueellisesti kouluvierailuja, joissa JOPO-oppilaat pitävät muutamissa kouluissa tiedotustilaisuuden JOPO toiminnasta.Espoossa JOPO-oppilaat, opettaja ja ohjaajat vierailevat pyynnöstä eri kouluissa ja kertovat JOPO-toiminnasta kiinnostuneille opettajille ja oppilaille.","In the spring of 2019, school visits will be tested regionally in Helsinki, where JOPO students will hold a press conference on JOPO activities in a few schools."
4098,115Helsingin kaupunkiJopo kehittämishanke 2018,julkaisut-www-sivu-yms,Toimittaja Jukka Nortio tekee kaksi juttua Helsingin kasvatuksen ja koulutuksen toimialan tiedotuskanaviin JOPO:sta kevään 2019 aikana.,Journalist Jukka Nortio will make two stories about the information channels of the Helsinki education and training industry about JOPO during the spring of 2019.
4099,115Helsingin kaupunkiJopo kehittämishanke 2018,koulutus,Koulutuskutsut kuntien välisistä sekä kuntien omista seminaareista.,Invitations to training on inter-municipal and municipal seminars.
4100,115Helsingin kaupunkiJopo kehittämishanke 2018,muu-tuotos,Hankkeen toiminnan arvioinnin pohjalta nostetut kehittämistavoitteet vuodesta 2019 eteenpäin Helsingissä,Development goals raised on the basis of the evaluation of the project&#39;s operations from 2019 onwards in Helsinki
4101,115Helsingin kaupunkiJopo kehittämishanke 2018,julkaisut-www-sivu-yms,Espoon JOPO-ryhmän oppilaiden video Silmästä silmään. Osallisuusviikon aikana JOPO-oppilaat itse suunnittelivat ja toteuttivat kohtaamisia yhdessä oman alueensa ihmisten hyväksi.,"Video from Espoo JOPO group students Eye to eye. During the participation week, JOPO students themselves planned and carried out encounters together for the benefit of the people in their own area."
4102,115Helsingin kaupunkiJopo kehittämishanke 2018,toimintamalli,"Joustavan perusopetuksen kehittämishankkeen Turun pääteemaksi muodostui työssäoppimisen kehittäminen sellaiseksi, että Turulla olisi yksi selkeä malli ja käytännöt, joita noudatetaan kaikkien JOPO –oppilaiden opintojen osana. Hankkeen puitteissa tehtyjen muihin yhteistyökuntiin suuntautuneiden vierailujen ja muun yhteydenpidon pohjalta luotiin Turun JOPOlle oma työssäoppimismalli ja ohjeistus. ","The main theme of the flexible basic education development project in Turku was the development of work-based learning so that Turku would have one clear model and practices that would be followed as part of the studies of all JOPO students. On the basis of the visits to other co-operation municipalities and other contacts made within the framework of the project, a separate on-the-job learning model and guidelines were created for JOPO in Turku."
4103,115Pudasjärven kaupunkiJoposta jatkoon.,toimintamalli,Toimintamalli ja lomake tiedonsiirtoon haastavien oppilaiden kohdalla toiselle asteelle siirryttäessä. ,Policy model and form for students challenging data transfer when moving to the second grade.
4104,115Kuopion kaupunkiJOPOSAVO,koulutus,Ensimmäiset koulutuspäivät maaliskuussa Rantasalmella teemalla Oppimisympäristöt ja oppimiskäsitys joustavassa perusopetuksessa. Tutustuttiin mm. kansallispuistoon toiminnallisen oppimisen näkökulmasta sekä jaettiin kokemuksia erilaisten oppimisympäristöjen käytöstä. ,The first training days in March in Rantasalmi with the theme Learning environments and the concept of learning in flexible basic education. We got acquainted with e.g. national park from the perspective of functional learning and shared experiences on the use of different learning environments.
4105,115Kuopion kaupunkiJOPOSAVO,koulutus,Toiset koulutuspäivät järjestettiin Helsingissä toukokuussa. Päivien aikana tehtiin benchmarking-käyntejä mm. Haagan peruskoulun Jopoon sekä tutustuttiin Helsingin kaupungin OTE-opetukseen. Vantaalla tutustuimme mm. Työelämäpainotteiseen perusopetukseen. Toisena koulutuspäivänä hankimme tietoa päihdeongelmaisen nuoren kohtaamiseen sekä Piia Koposen improvisaatio-workhopissa että Kim Kannussaaren (Ehyt ry) työpajassa. ,"The second training days were held in Helsinki in May. During the days, benchmarking visits were made e.g. The Hague Primary School in Jopoo and got acquainted with OTE teaching in the City of Helsinki. In Vantaa, we got to know e.g. For work-oriented basic education. On the second day of the training, we obtained information about meeting a young person with a substance abuse problem both in Piia Koponen&#39;s improvisation workshop and in Kim Kannussaari&#39;s (Ehyt ry) workshop."
